,token_id,gloss,utterance_id,utterance_gloss,clan_part_of_speech,utterance_id,spacy_part_of_speech,spacy_part_of_speech-2,CORRECT,CORRECT-2,CORRECT-3,SPACY_MATCH,CLAN_MATCH,,comment
407,65239847,plus,17933124,elle veut plus sortir,PREP,17933124,ADV,ADV,ADV,,,,No match,,
408,65511862,dedans,17996073,c'est bien de manger dehors comme ça tu fais pas de miettes dedans,ADV,17996073,NOUN,NOUN,ADV,,,No match,,,
409,64820291,me,17821475,tu me l'apporteras le vingt sept aussi comme ça,PRON,17821475,PRON,PRON,PRON,,,,,,
410,65339503,au,17964778,bah oui mais au bout d' un moment il pleure plus,PREP,17964778,PROPN,PROPN,PREP,,,No match,,,
411,64610318,ce,17780928,bah non on ira à la piscine ce sera mieux,PRON,17780928,DET,DET,PRON,,,No match,,,
412,64826316,méconnaissable,17826591,méconnaissable quoi,ADJ,17826591,ADJ,ADJ,ADJ,,,,,,
413,65836800,fais,18098467,tu fais bien attention,VERB,18098467,ADJ,ADJ,VERB,,,No match,,,
414,65840222,y,18090802,ah ben y a quand_même Sarah quand_même,PRON,18090802,PRON,PRON,PRON,,,,,,
415,64653589,j'a,17791590,non j'a pas envie,VERB,17791590,PRON,PRON,PRON_VERB,,,No match,No match,,
416,64674305,répondu,17788155,tu m'as pas répondu qu'est-ce que tu veux emmener comme jouets euh à la neige,PART,17788155,VERB,VERB,VERB,PART,,,,,
417,65080504,entendu,17904342,j'ai entendu la fin de ton émission,PART,17904342,VERB,VERB,VERB,PART,,,,,
418,64794170,y,17830964,euh y a que Lucie,PRON,17830964,PRON,PRON,PRON,,,,,,
419,65629912,tout,18036625,ouais mais tu manges pas tout ça Théophile ça fait beaucoup,NOUN,18036625,ADJ,ADJ,ADJ,,,,No match,,
420,65225070,j'aime,17933672,parce que j'aime pas le jeudi parce que le jeudi j'ai envie de rester à la maison après l'école,VERB,17933672,PRON,PRON,PRON_VERB,,,No match,No match,,
421,64824022,Nico,17815033,ben tu connais pas tonton Nico,NOUN,17815033,PROPN,PROPN,PROPN,NOUN,,,,,
422,64945828,Nicolas,17853313,bah euh oui oui enfin disons qu'elle a pas mal euh je dirais qu'elle a le nez de Nicolas donc euh comme en fait un peu Antoine,NOUN,17853313,PROPN,PROPN,PROPN,NOUN,,,,,
423,65127507,petit,17907895,euh un petit garçon et une petite fille,ADJ,17907895,ADJ,ADJ,ADJ,,,,,,
424,65153335,de,17912853,parce qu'y a des problèmes de métro,PREP,17912853,ADP,ADP,PREP,ADP,,,,,
425,65363912,tutu,17958502,ton tutu,NOUN,17958502,NOUN,NOUN,NOUN,,,,,,
426,65190779,jusque,17930497,et là tu disais que tu étais overbooké jusque mi janvier,PREP,17930497,ADJ,ADJ,ADP,PREP,,No match,,,
427,64818922,plus,17835732,un peu plus même deux semaines,PART,17835732,ADV,ADV,ADV,,,,No match,,
428,65463432,détruit,17986257,j'aime pas quand on détruit mes constructions,PART,17986257,VERB,VERB,VERB,,,,No match,,
429,65184596,caché,17929068,il a dit je suis au troisième joue avec tes xxx dans un coin caché,PART,17929068,ADJ,ADJ,ADJ,PART,,,,,
430,65415313,orange,17974415,xxx orange orange un ballon orange,ADJ,17974415,AUX,AUX,ADJ,,,No match,,,
431,64884579,petit,17840486,il grandit il devient un petit malin il devient un petit garçon,ADJ,17840486,ADJ,ADJ,ADJ,,,,,,
432,65252262,l'aéroport,17934290,mais bon ils vont dans l'aéroport et pouf il tombe au milieu des bagages,NOUN,17934290,DET,DET,DET_NOUN,,,No match,No match,,
433,65013465,t'es,17885663,tu t'es cogné parce que tu faisais plein de choses comme un fou,VERB,17885663,ADP,ADP,PRON_VERB,,,No match,No match,,
434,64904412,fait,17845481,oh elle a fait tomber le verre,PART,17845481,VERB,VERB,VERB,PART,,,,,
435,65092145,clipo,17906221,marché clipo,NOUN,17906221,ADJ,ADJ,?,,,No match,No match,,
436,65502779,parce,17997596,hum hum le perroquet non parce que le le poisson jaune non parce que parce que le perroquet non parce que le le perroquet oui,ADV,17997596,SCONJ,SCONJ,SCONJ,,,,No match,,
437,65237400,petite,17927573,peut-être que tu es tu es encore un peu petite xxx c'est pas bon,ADJ,17927573,ADJ,ADJ,ADJ,,,,,,
438,64682133,ski,17793067,qu'est-ce que tu voudras emmener comme jouets au ski,NOUN,17793067,ADJ,ADJ,NOUN,,,No match,,,
439,65350588,contre,17958958,c'est mm c'est contre un lavabo,PREP,17958958,ADP,ADP,PREP,ADP,,,,,
440,65471235,chèvre,17993488,vache chèvre,NOUN,17993488,ADJ,ADJ,NOUN,,,No match,,,
441,65835288,mangé,18098038,du fromage c'est bien tu as tout mangé,PART,18098038,NOUN,NOUN,VERB,PART,,No match,,,
442,64962201,simplement,17869224,elle m'a dit simplement de vérifier,ADV,17869224,ADV,ADV,ADV,,,,,,
443,65473810,lait,17990759,maman je crois elle faisait un peu de lait un peu d' eau,NOUN,17990759,VERB,VERB,NOUN,,,No match,,,
444,65685849,quelqu'un,18037922,mais j'ai envie que quelqu'un me le fais hein,PRON,18037922,DET,DET,PRON,,,No match,,,
445,65326654,fini,17957856,un mettre un jaune oui mais c'est pas fini,PART,17957856,VERB,VERB,VERB,PART,,,,,
446,65230847,comment,17933949,comment ça s'appelle,NOUN,17933949,ADV,ADV,ADV,,,,No match,,
447,65484780,il,17993228,il y a pas des concombres aussi les vertes c'est des concombres,PRON,17993228,PRON,PRON,PRON,,,,,,
448,65523609,dormi,17999053,hier il a eu une voiture il a dormi toute la nuit avec,PART,17999053,ADV,ADV,VERB,PART,,No match,,,
449,64750750,recrache,17817359,Antoine ne recrache pas,VERB,17817359,VERB,VERB,VERB,,,,,,
450,64721071,jusqu'à,17794949,non jusqu'à la mer,PREP,17794949,ADP,ADP,ADP,PREP,,,,,
451,65425428,sinon,17975441,sinon je vois rien,PREP,17975441,ADV,ADV,CCONJ,ADV,,,No match,,
452,65674557,plusieurs,18022664,oh il a plusieurs feuilles c'est en attendant le crayon il xxx jamais de faire des avions,PRON,18022664,DET,DET,ADJ,,,No match,No match,,
453,64867939,m'en,17841919,ah ben dis_donc y a tout qui m'en tombe des mains,PRON,17841919,PRON,PRON,PRON_PRON,PRON,,,,,
454,65808746,méchant,18052906,et quand quand quand on est méchant il faut punir,ADJ,18052906,AUX,AUX,ADJ,,,No match,,,
455,64614532,promenés,17771661,quand on s'est promenés,PART,17771661,VERB,VERB,VERB,PART,,,,,
456,64767046,envoyé,17817317,tu sais j'ai envoyé une photo de toi qui mange le riz avec les baguettes,PART,17817317,VERB,VERB,VERB,PART,,,,,
457,65036883,hélices,17894737,c'est des hélices ça,NOUN,17894737,NOUN,NOUN,NOUN,,,,,,
458,65764171,par,18070730,si moi je sortais par euh,ADV,18070730,ADP,ADP,PREP,ADP,,,No match,,
459,64637931,Aliyah,17784482,Aliyah,NOUN,17784482,NOUN,NOUN,PROPN,NOUN,,,,,
460,64609865,Rosalie,17779189,moi je croyais Rosalie que c'était de la blague,NOUN,17779189,VERB,VERB,PROPN,NOUN,,No match,,,
461,65528447,depuis,18005793,j'essaie depuis un quart d' heure de l'enlever mais,PREP,18005793,ADP,ADP,PREP,ADP,,,,,
462,65209119,jamais,17922490,on sait jamais,ADV,17922490,ADV,ADV,ADV,,,,,,
463,65378919,terrible,17962769,mais après il c'est pas terrible,ADV,17962769,ADJ,ADJ,ADJ,,,,No match,,
464,65545240,c'est,18005965,c'est papa,VERB,18005965,PRON,PRON,PRON_VERB,,,No match,No match,,
465,65762055,courts,18066987,oh mes cheveux ils sont pas courts,NOUN,18066987,ADJ,ADJ,ADJ,,,,No match,,
466,65194813,bain,17917555,allez viens on va enlever les habits pour aller dans le bain hop,NOUN,17917555,NOUN,NOUN,NOUN,,,,,,
467,65342938,petits,17966687,on ne trouve pas les petits ballons donc c'est dommage,ADJ,17966687,ADJ,ADJ,ADJ,,,,,,
468,65675814,mien,18023117,ah c'est le mien c'est le mien c'est le mien,PRON,18023117,NOUN,NOUN,PRON,,,No match,,,
469,65283799,à-côté,17941937,tu as vu elle laissé ses fleurs à-côté puis ses sabots,ADV,17941937,AUX,AUX,?,,,No match,No match,,
470,65144636,comme,17920548,comme ça lui il pousse la poussette des doudous,ADV,17920548,ADP,ADP,ADV,ADP,SCONJ,,,,
471,65606174,a,18028424,ah y a la crème,VERB,18028424,VERB,VERB,VERB,,,,,,
472,65190302,du,17929723,parce que ouvrir le paquet Guillaume il va avoir du mal,PREP,17929723,DET,DET,PREP,,,No match,,,
473,64648632,tout,17776655,Anaé je t'ouvre tout,ADV,17776655,ADV,ADV,ADJ,,,No match,No match,,
474,65307905,le,17961399,euh alors euh à-côté de l'arbre on le met,PRON,17961399,PRON,PRON,PRON,,,,,,
475,64786153,animaux,17811279,docteur d' animaux,ADJ,17811279,ADJ,ADJ,NOUN,,,No match,No match,,
476,65153190,m'étonnerait,17912412,ça m'étonnerait,VERB,17912412,PRON,PRON,PRON_VERB,VERB,,No match,,,
477,65046085,petits,17886913,y en a tu vois y en a des des petits des espèces de petits beauty_case donc des petits machins,ADJ,17886913,ADJ,ADJ,ADJ,,,,,,
478,64908163,montantes,17859301,et que leur acheter des bonnes chaussures avec des tiges montantes et tout et tout c'était heu les rendre paresseux parce que le pied ne se forme pas lui-même heu,ADJ,17859301,ADJ,ADJ,ADJ,,,,,,
479,65058373,ce,17892853,z avais déjà ce cube là euh,PRON,17892853,DET,DET,PRON,,,No match,,,
480,64649213,des,17783131,c'est la voiture des animaux,PREP,17783131,DET,DET,PREP,,,No match,,,
481,64872183,oublié,17842171,je l'ai oublié,PART,17842171,VERB,VERB,VERB,PART,,,,,
482,65555093,regarde,18010144,regarde pas regarde pas,VERB,18010144,NOUN,NOUN,VERB,,,No match,,,
483,65459338,au,17986994,tu vas voir au bout de cinq minutes ça,PREP,17986994,PROPN,PROPN,PREP,,,No match,,,
484,65409982,pointu,17974643,il est un peu plus pointu le a non,ADJ,17974643,VERB,VERB,ADJ,,,No match,,,
485,65245458,uns,17935876,mais ils étaient tous meilleurs les uns que les autres,PRON,17935876,NOUN,NOUN,PRON,NOUN,,,,,
486,65110059,explose,17902441,mais c'est juste que les bombes ça explose donc c'est pratique,VERB,17902441,VERB,VERB,VERB,,,,,,
487,65128276,foncés,17902023,essaie de faire les foncés là-bas,ADJ,17902023,NOUN,NOUN,NOUN,ADJ,,,,,
488,64712389,me,17802869,ouais pour me pour pour me pour me faire le micro,PRON,17802869,NOUN,NOUN,PRON,,,No match,,,
489,65185892,pas,17929733,pas bien,ADV,17929733,ADV,ADV,ADV,,,,,,
490,65465884,mignonne,17990959,elle est trop mignonne,ADJ,17990959,ADJ,ADJ,ADJ,,,,,,
491,64671199,il,17799436,il parle le loup,PRON,17799436,PRON,PRON,PRON,,,,,,
492,65201572,corriger,17920909,si ma mère pouvait corriger ses masculins et ses féminins aussi rapidement,VERB,17920909,VERB,VERB,VERB,,,,,,
493,64857192,purement,17838998,c'est purement technique,ADV,17838998,ADV,ADV,ADV,,,,,,
494,65180261,tu,17918732,ben tu comptes,PART,17918732,ADJ,ADJ,PRON,,,No match,No match,,
495,64867156,sauf,17840656,oui mais sauf que moi la purée à part euh vvvt,PREP,17840656,ADP,ADP,PREP,ADP,,,,,
496,64879090,d'accord,17846608,hum d'accord je comprends pas tout mais c'est pas grave,ADV,17846608,ADP,ADP,ADV,,,No match,,,
497,65238160,maman,17928631,xxx rien mangé maman,NOUN,17928631,NOUN,NOUN,NOUN,,,,,,
498,65167456,toi-même,17890401,tu as le droit de réfléchir aussi par toi-même,PRON,17890401,PROPN,PROPN,PRON_PRON,PRON,,No match,,,
499,65612398,pourqu'il,18034727,comment on fait pourqu'il revive,PRON,18034727,SCONJ,SCONJ,PREP_PRON,,,No match,No match,,
500,64843006,fait,17823712,montre à Christophe comment il fait Antoine loulou,PART,17823712,VERB,VERB,VERB,,,,No match,,
501,64768438,celui,17820679,ben une une autre fois yyy celui qui est qui est qui est à-côté de l'autre,PRON,17820679,PRON,PRON,PRON,,,,,,
502,65039334,justement,17891728,regarde la petite fille qu'est-ce qu'elle a dans les mains justement,ADV,17891728,ADV,ADV,ADV,,,,,,
503,65315057,là,17942683,là aussi là aussi là aussi,ADV,17942683,ADV,ADV,ADV,,,,,,
504,65489769,pendant,18003263,tu veux que je joue pendant que tu manges,PREP,18003263,ADP,ADP,ADP,PREP,,,,,
505,65680388,fait,18029966,à la dame qui a fait le le film,PART,18029966,VERB,VERB,VERB,PART,,,,,
506,64700804,autre,17792183,y en a pas d' autre là-bas des livres,PRON,17792183,ADJ,ADJ,PRON,ADJ,,,,,
507,65535143,rentré,18014115,oh il est rentré dans la chanson,PART,18014115,VERB,VERB,VERB,PART,,,,,
508,64747480,c'est,17815492,c'est c'est c'est c'est dramatique c'est caricatural,VERB,17815492,PRON,PRON,PRON_VERB,,,No match,No match,,
509,65198680,nul,17932165,oh toi t'es aussi nul que maman,ADJ,17932165,ADJ,ADJ,ADJ,,,,,,
510,65282480,pauvre,17940220,ah oui elle pleure parce que elle est trop pauvre elle peut plus donner à manger elle a plus assez à manger pour ses enfants,ADJ,17940220,NOUN,NOUN,ADJ,,,No match,,,
511,65564348,dure,18020180,mais je reviendrai lui monter en_plus ma gynécologue elle est super dure à à avoir alors je me suis dit je vais pas la,ADJ,18020180,ADJ,ADJ,ADJ,,,,,,
512,65475713,t'y,17990351,de toute façon à mon avis tu t'y retrouves parce qu'au lieu que ça dure trois mois ça dure six mois,PRON,17990351,ADP,ADP,PRON_PRON,,,No match,No match,,
513,65576986,éteint,18013671,éteint,PART,18013671,NOUN,NOUN,ADJ,PART,,No match,,,
514,65178262,qu'en,17901047,parce qu'en ce moment les chiffres ça le enfin tu vois il est très demandeur tu vois donc c'est pour ça,PREP,17901047,SCONJ,SCONJ,PREP_PRON,,,No match,No match,,
515,64740446,vu,17805482,et dis moi Anaé j'ai vu qu'y avait euh Valentin qui était revenu à l'école,PART,17805482,VERB,VERB,VERB,PART,,,,,
516,65285830,s'en,17946473,et Marlaguette s'en alla sur la pointe des pieds et elle courut r chez elle,PREP,17946473,PRON,PRON,PRON_PRON,PRON,,,No match,,
517,65012305,lequel,17881021,lequel qui a pas de queue,PRON,17881021,PRON,PRON,PRON,,,,,,
518,65498087,Théophile,18002971,allez on va aller non non non on va aller se baigner Théophile,NOUN,18002971,PROPN,PROPN,PROPN,NOUN,,,,,
519,64780058,autres,17820602,tiens regardes tu en a d' autres là,PRON,17820602,ADJ,ADJ,ADJ,PRON,,,,,
520,65313538,pour,17962255,ça c'est la casserole pour_que pour ramasser des feuilles,PREP,17962255,ADP,ADP,ADP,PREP,,,,,
521,65013831,gros,17886978,yyy gros le loup,ADV,17886978,ADJ,ADJ,ADJ,,,,No match,,
522,65238988,fini,17930901,elle a presque fini Madeleine,ADJ,17930901,VERB,VERB,VERB,PART,,,No match,,
523,65816995,gonflage,18069674,je suis une grande connaisseuse en gonflage de ballons c'est toujours moi qui les prends,NOUN,18069674,NOUN,NOUN,NOUN,,,,,,
524,64765176,ainsi,17812409,Grand_Ours est assis dans son fauteuil Petit_Ours est blotti dans ses bras il reste ainsi jusqu'à ce-que les bûches soient entièrement brûlées,PREP,17812409,ADV,ADV,ADV,,,,No match,,
525,65075593,trier,17896407,tu peux trier après xxx,VERB,17896407,NOUN,NOUN,VERB,,,No match,,,
526,65575793,rince,18007885,on rince,VERB,18007885,VERB,VERB,VERB,,,,,,
527,65029167,etcetera,17881330,alors donc je suis je suis allée aider ils les ont déguisés etcetera,ADV,17881330,VERB,VERB,?,,,No match,No match,,
528,65408646,jusque,17970954,mais l'histoire elle va pas jusque là,PREP,17970954,ADJ,ADJ,PREP,,,No match,,,
529,65330997,dis,17948041,je te dis,VERB,17948041,NOUN,NOUN,VERB,,,No match,,,
530,64683187,terreur,17801206,c'est c'est la terreur la douche,NOUN,17801206,NOUN,NOUN,NOUN,,,,,,
531,65765438,mangé,18071230,il a bien mangé,PART,18071230,VERB,VERB,VERB,PART,,,,,
532,64994586,que,17875948,qu'est-ce que j'ai dit,PRON,17875948,SCONJ,SCONJ,PRON,,,No match,,,
533,65598133,charger,18020853,attends je vais te le charger,VERB,18020853,NOUN,NOUN,VERB,,,No match,,,
534,64757763,fin,17796097,oui mais mais mais à oui xxx mais mais à la fin ça,ADV,17796097,NOUN,NOUN,NOUN,,,,No match,,
535,64887206,très,17849611,d'accord c'est très bien,ADV,17849611,ADV,ADV,ADV,,,,,,
536,64721964,lapins,17796094,après les lapins ils vont aller par yyy ici,NOUN,17796094,NOUN,NOUN,NOUN,,,,,,
537,65281901,cassé,17954645,est cassé,PART,17954645,ADJ,ADJ,VERB,PART,ADJ,,,,
538,65221072,un,17934845,je veux un plus fort,PRON,17934845,DET,DET,PRON,DET,,,,,
539,64782685,occupé,17823432,il est occupé à,PART,17823432,VERB,VERB,VERB,PART,,,,,
540,65156022,table,17923316,c'est pour tenir la table,NOUN,17923316,NOUN,NOUN,NOUN,,,,,,
541,65286141,cela,17947004,dans la forêt cela se sut vite les oiseaux ne s'envolèrent plus quand il passait sur les chemins,PRON,17947004,PRON,PRON,PRON,,,,,,
542,65214283,qu'aujourd'hui,17921933,oui peut-être qu'aujourd'hui il faisait un petit peu froid,ADV,17921933,SCONJ,SCONJ,PREP_ADV,,,No match,No match,,
543,65258844,fait,17940533,on fait un beau pâté,PART,17940533,VERB,VERB,VERB,,,,No match,,
544,65710333,Théophile,18037896,Théophile non non pas maintenant ça,NOUN,18037896,PROPN,PROPN,PROPN,NOUN,,,,,
545,64812529,plusieurs,17801975,euh oui je crois que c'est plusieurs mois parce que y a vraiment plusieurs étapes ils font d'abord un,PRON,17801975,DET,DET,ADJ,,,No match,No match,,
546,64931710,ose,17866599,il ose pas,VERB,17866599,VERB,VERB,VERB,,,,,,
547,65616410,à_partir,18021639,et à_partir du vingt juillet jusqu'au vingt août ils sont à Vauvert,ADV,18021639,ADP,ADP,ADP,PREP,,,No match,,
548,65398616,à,17970496,tu peux raconter à Martine que tu as fait du poney,PREP,17970496,ADP,ADP,PREP,,,No match,,,
549,65745764,plein,18041165,parce que e dit plein e dit pas plein de gros mots parce que c'est un grand,NOUN,18041165,ADJ,ADJ,ADJ,,,,No match,,
550,64700614,là,17791611,là y a écrit aujourd'hui c'est le printemps et Simon est amoureux,ADV,17791611,ADV,ADV,?,,,No match,No match,,
551,65425575,écrit,17975726,et du coup il a écrit sur une carte postale qu'il a laissée sur la cuisine,PART,17975726,VERB,VERB,VERB,,,,No match,,
552,65148583,trouvée,17913344,ben voilà elle est là Zoé on l'a trouvée,PART,17913344,NOUN,NOUN,VERB,PART,,No match,,,
553,65381745,reparlé,17973636,ouais elle m'a reparlé de lui,PART,17973636,VERB,VERB,VERB,PART,,,,,
554,64576278,jusqu'à,17767611,comme j'ai réunion avec Axel Kahn jusqu'à dix neuf heures alors euh,PREP,17767611,ADP,ADP,ADP,PREP,,,,,
555,65524454,s'tu,17998135,oui puis l'avantage c'est que c'est celui qui nous l'a vendue il est super à chaque fois il vient nous la réparer s'tu veux mais bon,PRON,17998135,PRON,PRON,?,,,No match,No match,,
556,64652067,tiens,17784996,tiens,VERB,17784996,ADJ,ADJ,VERB,,,No match,,,
557,65377103,pour,17976022,ça c'est pour faire les bagues eh,PREP,17976022,ADP,ADP,PREP,ADP,,,,,
558,65361597,directement,17952122,ça ou tu peux le faire directement aussi,ADV,17952122,ADV,ADV,ADV,,,,,,
559,64794790,cachée,17833441,je te vois plus Anaé tu es cachée,PART,17833441,VERB,VERB,VERB,PART,,,,,
560,65757909,plus,18053409,tu es plus grand que Antoine,PREP,18053409,ADV,ADV,ADV,,,,No match,,
561,65780657,temps,18066301,mais pendant combien de temps faut qu'il fasse ça,NOUN,18066301,NOUN,NOUN,NOUN,,,,,,
562,65433111,noyau,17975999,la graine est cachée à l'intérieur du noyau,NOUN,17975999,NOUN,NOUN,NOUN,,,,,,
563,65519425,là,18005994,là y a l'oiseau t'as vu,ADV,18005994,ADV,ADV,?,,,No match,No match,,
564,65907773,a,18100542,ouais il a mangé mais y a un rot y en a un qui est passé déjà,VERB,18100542,AUX,AUX,VERB,,,No match,,,
565,65517184,voiture,18006976,ja voiture là,NOUN,18006976,VERB,VERB,NOUN,,,No match,,,
566,64779217,ainsi,17817936,ainsi font font font les petites marionnettes ainsi font font font trois petits tours,PREP,17817936,ADV,ADV,ADV,,,,No match,,
567,64828694,lui,17819368,non d'abord lui,PRON,17819368,PRON,PRON,PRON,,,,,,
568,65025462,fait,17878395,qu'est-ce qu'on fait le soir pour aller au lit quand on a quatre ans,PART,17878395,VERB,VERB,VERB,,,,No match,,
569,65448356,reste,17989099,après l'école on reste goûter,VERB,17989099,AUX,AUX,VERB,,,No match,,,
570,64895084,c'est,17846024,c'est quoi ça du shiatsu,VERB,17846024,PRON,PRON,PRON_VERB,,,No match,No match,,
571,64896304,fait,17850931,on fait comment,PART,17850931,VERB,VERB,VERB,,,,No match,,
572,64618404,cueillir,17778041,tu veux cueillir les fleurs,VERB,17778041,ADP,ADP,VERB,,,No match,,,
573,65922008,c'est,18101513,c'est un âne,VERB,18101513,PRON,PRON,PRON_VERB,,,No match,No match,,
574,65266908,était,17947637,et nous nous on et nous on était cachés nous,VERB,17947637,AUX,AUX,VERB,,,No match,,,
575,65417680,gentil,17982959,tu es gentil comme un,ADJ,17982959,ADV,ADV,ADJ,,,No match,,,
576,64742278,ca,17802218,ca c'est un bateau et faut que le renard il il aille dedans et il est dans la mer pour_que pas les autres ils rentrent dedans,PRON,17802218,NOUN,NOUN,PRON,,,No match,,,
577,64812536,plusieurs,17801975,euh oui je crois que c'est plusieurs mois parce que y a vraiment plusieurs étapes ils font d'abord un,PRON,17801975,DET,DET,ADJ,,,No match,No match,,
578,65474439,Felix,17988575,avec Felix et Zoé,NOUN,17988575,PROPN,PROPN,PROPN,NOUN,,,,,
579,64641216,rouge,17775478,dans la boîte rouge,ADJ,17775478,ADJ,ADJ,ADJ,,,,,,
580,65548484,sans,18017516,mais c'est quand_même un supplice de filmer sans pouvoir xxx,PREP,18017516,ADP,ADP,PREP,ADP,,,,,
581,65319272,vilaine,17961488,maman elle est vilaine,ADJ,17961488,ADJ,ADJ,ADJ,,,,,,
582,65483773,frottes,17994709,tiens Théophile tu frottes les mains de maman,VERB,17994709,ADJ,ADJ,VERB,,,No match,,,
583,65079718,chez,17901859,tout_le_monde va savoir que vous mangez du jambon chez vous,PREP,17901859,ADP,ADP,PREP,ADP,,,,,
584,65844422,j'ai,18100195,oh j'ai l'impression que papa et tonton ils ont faim là,VERB,18100195,PRON,PRON,PRON_VERB,,,No match,No match,,
585,65440465,l'autre,17982055,parce que quelqu'un me l'a demandé l'autre jour dans le groupe,PRON,17982055,DET,DET,DET_PRON,,,No match,No match,,
586,65236869,vous,17926924,oui assieds où est la chaise tenez je vous amène la chaise vous allez vous asseoir,PRON,17926924,PRON,PRON,PRON,,,,,,
587,65191015,telle,17930599,non on code des transcriptions on regarde ce-que les enfants ont dit et en_fonction de ce qu'ils ont dit on note ben ils ont ils ont fait ça dans telle situation dans telle circonstance,PREP,17930599,ADJ,ADJ,ADJ,,,,No match,,
588,65123548,chérie,17915460,attends chérie attends,ADJ,17915460,NOUN,NOUN,ADJ,PART,NOUN,,,,
589,65802624,t'entends,18092159,et tu t'entends bien avec les deux,VERB,18092159,SCONJ,SCONJ,PRON_VERB,VERB,,No match,,,
590,64694719,embêté,17784706,ah voilà j'ai eu l'idée du siècle mais maintenant on est bien embêté,PART,17784706,VERB,VERB,VERB,PART,,,,,
591,65075847,on,17897158,c'est bien y a trois côtés on en fait une de chaque côté alors non,PRON,17897158,PRON,PRON,PRON,,,,,,
592,64871514,mal,17841087,pas mal,ADV,17841087,ADV,ADV,ADV,,,,,,
593,65316960,Madeleine,17953223,c'est bien Madeleine,NOUN,17953223,X,X,PROPN,NOUN,,No match,,,
594,65484932,Provence,17993470,sinon tu peux aussi ajouter quelques petites herbes de Provence,NOUN,17993470,NOUN,NOUN,PROPN,NOUN,,,,,
595,64935537,mets,17853489,tu mets de la crème,VERB,17853489,NOUN,NOUN,VERB,,,No match,,,
596,65258379,poché,17940175,ah oeuf poché pas pas pas mollet pardon oeuf poché oeuf poché,PART,17940175,VERB,VERB,ADJ,PART,,No match,,,
597,65504028,l'eau,18007346,faut mettre de l'eau et du produit ouais,NOUN,18007346,DET,DET,DET_NOUN,,,No match,No match,,
598,65032261,assez,17882453,voilà celui-là il est assez gonflé,ADV,17882453,ADV,ADV,ADV,,,,,,
599,65339695,pour_que,17965452,pour pour_que zə puisse euh faire euh,PRON,17965452,ADJ,ADJ,SCONJ,PREP,,No match,No match,,
600,65426248,joli,17976999,tu as un joli bureau il est neuf aussi lui,ADJ,17976999,NOUN,NOUN,ADJ,,,No match,,,
601,65409324,petit,17972574,regarde mon petit o,ADJ,17972574,ADJ,ADJ,ADJ,,,,,,
602,64721873,jusque,17795829,jusque jusque sa maman à sa maman à sa maman,PREP,17795829,NOUN,NOUN,ADP,PREP,,No match,,,
603,65481713,qu'est-ce,17991751,qu'est-ce qu'il faut mettre avec les carottes râpées,VERB,17991751,,,PRON_VERB_PRON,,,,No match,,
604,64710671,noirs,17795874,c'est pour les petits les petits lapins noirs,ADJ,17795874,ADJ,ADJ,ADJ,,,,,,
605,65112967,juste,17907024,là c'est juste que ça ça xxx énervant,ADJ,17907024,ADV,ADV,ADV,,,,No match,,
606,64568866,mêmes,17765924,toujours toujours les mêmes,ADJ,17765924,ADJ,ADJ,ADJ,,,,,,
607,65258698,du,17940238,qui est-ce qui aime faire du toboggan,PREP,17940238,DET,DET,DET,PREP,,,,,
608,64865497,pourqu'il,17837091,approche le un peu pourqu'il puisse mettre les deux pieds,PRON,17837091,SCONJ,SCONJ,PREP_PRON,,,No match,No match,,
609,65776579,momentanément,18045243,c'est parce que je l'avais je l'avais momentanément oublié mais c'est très joli comme prénom,ADV,18045243,ADV,ADV,ADV,,,,,,
610,65652793,lui,18042083,maintenant tu lui fais quoi à Spiderman,PART,18042083,PRON,PRON,PRON,,,,No match,,
611,65134070,au,17908160,au sommet,PREP,17908160,PROPN,PROPN,PREP,,,No match,,,
612,65818128,ici,18070742,viens ici,ADV,18070742,ADV,ADV,ADV,,,,,,
613,65498934,lit,18006698,tu l'as retrouveras dans ton lit,NOUN,18006698,NOUN,NOUN,NOUN,,,,,,
614,65330191,fatigué,17965258,il est fatigué peut-être,PART,17965258,VERB,VERB,ADJ,PART,,No match,,,
615,65492459,par-là,18003114,mais non tu regardais par-là,ADV,18003114,ADP,ADP,ADV,,,No match,,,
616,65051385,pêché,17886456,ah ben non on n' a pas encore pêché,PART,17886456,VERB,VERB,VERB,PART,,,,,
