,token_id,gloss,utterance_id,utterance_gloss,part_of_speech,log_frequency_bin,utterance_id,spacy_part_of_speech,CORRECT,comment
477,65046085,petits,17886913,y en a tu vois y en a des des petits des espèces de petits beauty_case donc des petits machins,adj,4,17886913,ADJ,ADJ,
478,64908163,montantes,17859301,et que leur acheter des bonnes chaussures avec des tiges montantes et tout et tout c'était heu les rendre paresseux parce que le pied ne se forme pas lui-même heu,adj,0,17859301,ADJ,ADJ,
479,65058373,ce,17892853,z avais déjà ce cube là euh,pro,3,17892853,DET,PRON,
480,64649213,des,17783131,c'est la voiture des animaux,prep,4,17783131,DET,PREP,
481,64872183,oublié,17842171,je l'ai oublié,part,2,17842171,VERB,VERB/PARTICIPLE,
482,65555093,regarde,18010144,regarde pas regarde pas,v,4,18010144,NOUN,VERB,
483,65459338,au,17986994,tu vas voir au bout de cinq minutes ça,prep,3,17986994,PROPN,PREP,
484,65409982,pointu,17974643,il est un peu plus pointu le a non,adj,1,17974643,VERB,ADJ,
485,65245458,uns,17935876,mais ils étaient tous meilleurs les uns que les autres,pro,0,17935876,NOUN,PRON,
486,65110059,explose,17902441,mais c'est juste que les bombes ça explose donc c'est pratique,v,0,17902441,VERB,VERB,
487,65128276,foncés,17902023,essaie de faire les foncés là-bas,adj,0,17902023,NOUN,?,
488,64712389,me,17802869,ouais pour me pour pour me pour me faire le micro,pro,3,17802869,NOUN,PRON,
489,65185892,pas,17929733,pas bien,adv,4,17929733,ADV,ADV,
490,65465884,mignonne,17990959,elle est trop mignonne,adj,0,17990959,ADJ,ADJ,
491,64671199,il,17799436,il parle le loup,pro,4,17799436,PRON,PRON,
492,65201572,corriger,17920909,si ma mère pouvait corriger ses masculins et ses féminins aussi rapidement,v,0,17920909,VERB,VERB,
493,64857192,purement,17838998,c'est purement technique,adv,0,17838998,ADV,ADV,
494,65180261,tu,17918732,ben tu comptes,part,4,17918732,ADJ,PRON,
495,64867156,sauf,17840656,oui mais sauf que moi la purée à part euh vvvt,prep,1,17840656,ADP,PREP,
496,64879090,d'accord,17846608,hum d'accord je comprends pas tout mais c'est pas grave,adv,3,17846608,ADP,ADV,
497,65238160,maman,17928631,xxx rien mangé maman,n,4,17928631,NOUN,NOUN,
498,65167456,toi-même,17890401,tu as le droit de réfléchir aussi par toi-même,pro,0,17890401,PROPN,PRON_PRON,
499,65612398,pourqu'il,18034727,comment on fait pourqu'il revive,pro,1,18034727,SCONJ,SCONJ/PREP_PRON,
500,64843006,fait,17823712,montre à Christophe comment il fait Antoine loulou,part,4,17823712,VERB,VERB,
501,64768438,celui,17820679,ben une une autre fois yyy celui qui est qui est qui est à-côté de l'autre,pro,2,17820679,PRON,PRON,
502,65039334,justement,17891728,regarde la petite fille qu'est-ce qu'elle a dans les mains justement,adv,2,17891728,ADV,ADV,
503,65315057,là,17942683,là aussi là aussi là aussi,adv,4,17942683,ADV,ADV,
504,65489769,pendant,18003263,tu veux que je joue pendant que tu manges,prep,2,18003263,ADP,ADP/PREP,
505,65680388,fait,18029966,à la dame qui a fait le le film,part,4,18029966,VERB,VERB/PARTICIPLE,
506,64700804,autre,17792183,y en a pas d' autre là-bas des livres,pro,3,17792183,ADJ,PRON,
507,65535143,rentré,18014115,oh il est rentré dans la chanson,part,2,18014115,VERB,VERB/PARTICIPLE,
508,64747480,c'est,17815492,c'est c'est c'est c'est dramatique c'est caricatural,v,4,17815492,PRON,PRON_VERB,
509,65198680,nul,17932165,oh toi t'es aussi nul que maman,adj,2,17932165,ADJ,ADJ,
510,65282480,pauvre,17940220,ah oui elle pleure parce que elle est trop pauvre elle peut plus donner à manger elle a plus assez à manger pour ses enfants,adj,1,17940220,NOUN,ADJ,
511,65564348,dure,18020180,mais je reviendrai lui monter en_plus ma gynécologue elle est super dure à à avoir alors je me suis dit je vais pas la,adj,1,18020180,ADJ,ADJ,
512,65475713,t'y,17990351,de toute façon à mon avis tu t'y retrouves parce qu'au lieu que ça dure trois mois ça dure six mois,pro,1,17990351,ADP,PRON_PRON,
513,65576986,éteint,18013671,éteint,part,1,18013671,NOUN,ADJ/PARTICIPLE,
514,65178262,qu'en,17901047,parce qu'en ce moment les chiffres ça le enfin tu vois il est très demandeur tu vois donc c'est pour ça,prep,1,17901047,SCONJ,SCONJ/PREP_PRON,
515,64740446,vu,17805482,et dis moi Anaé j'ai vu qu'y avait euh Valentin qui était revenu à l'école,part,3,17805482,VERB,VERB/PARTICIPLE,
516,65285830,s'en,17946473,et Marlaguette s'en alla sur la pointe des pieds et elle courut r chez elle,prep,1,17946473,PRON,PRON_PRON,
517,65012305,lequel,17881021,lequel qui a pas de queue,pro,2,17881021,PRON,PRON,
518,65498087,Théophile,18002971,allez on va aller non non non on va aller se baigner Théophile,n,4,18002971,PROPN,PROPN,
519,64780058,autres,17820602,tiens regardes tu en a d' autres là,pro,2,17820602,ADJ,ADP/PREP,
520,65313538,pour,17962255,ça c'est la casserole pour_que pour ramasser des feuilles,prep,4,17962255,ADP,SCONJ/PREP,
521,65013831,gros,17886978,yyy gros le loup,adv,0,17886978,ADJ,ADJ,
522,65238988,fini,17930901,elle a presque fini Madeleine,adj,2,17930901,VERB,VERB/PARTICIPLE,
523,65816995,gonflage,18069674,je suis une grande connaisseuse en gonflage de ballons c'est toujours moi qui les prends,n,0,18069674,NOUN,NOUN,
524,64765176,ainsi,17812409,Grand_Ours est assis dans son fauteuil Petit_Ours est blotti dans ses bras il reste ainsi jusqu'à ce-que les bûches soient entièrement brûlées,prep,0,17812409,ADV,ADV,
525,65075593,trier,17896407,tu peux trier après xxx,v,0,17896407,NOUN,VERB,
526,65575793,rince,18007885,on rince,v,1,18007885,VERB,VERB,
527,65029167,etcetera,17881330,alors donc je suis je suis allée aider ils les ont déguisés etcetera,adv,1,17881330,VERB,?,
528,65408646,jusque,17970954,mais l'histoire elle va pas jusque là,prep,1,17970954,ADJ,ADP/PREP,
529,65330997,dis,17948041,je te dis,v,3,17948041,NOUN,VERB,
530,64683187,terreur,17801206,c'est c'est la terreur la douche,n,0,17801206,NOUN,NOUN,
531,65765438,mangé,18071230,il a bien mangé,part,3,18071230,VERB,VERB,
532,64994586,que,17875948,qu'est-ce que j'ai dit,pro,3,17875948,SCONJ,PRON,
533,65598133,charger,18020853,attends je vais te le charger,v,0,18020853,NOUN,VERB,
534,64757763,fin,17796097,oui mais mais mais à oui xxx mais mais à la fin ça,adv,1,17796097,NOUN,NOUN,
535,64887206,très,17849611,d'accord c'est très bien,adv,3,17849611,ADV,ADV,
536,64721964,lapins,17796094,après les lapins ils vont aller par yyy ici,n,2,17796094,NOUN,NOUN,
537,65281901,cassé,17954645,est cassé,part,3,17954645,ADJ,VERB/PARTICIPLE,
538,65221072,un,17934845,je veux un plus fort,pro,2,17934845,DET,PRON/DET,
539,64782685,occupé,17823432,il est occupé à,part,0,17823432,VERB,VERB/PARTICIPLE,
540,65156022,table,17923316,c'est pour tenir la table,n,3,17923316,NOUN,NOUN,
541,65286141,cela,17947004,dans la forêt cela se sut vite les oiseaux ne s'envolèrent plus quand il passait sur les chemins,pro,1,17947004,PRON,PRON,
542,65214283,qu'aujourd'hui,17921933,oui peut-être qu'aujourd'hui il faisait un petit peu froid,adv,0,17921933,SCONJ,PREP_ADV,
543,65258844,fait,17940533,on fait un beau pâté,part,4,17940533,VERB,VERB,
544,65710333,Théophile,18037896,Théophile non non pas maintenant ça,n,4,18037896,PROPN,PROPN,
545,64812529,plusieurs,17801975,euh oui je crois que c'est plusieurs mois parce que y a vraiment plusieurs étapes ils font d'abord un,pro,1,17801975,DET,ADJ,
546,64931710,ose,17866599,il ose pas,v,1,17866599,VERB,VERB,
547,65616410,à_partir,18021639,et à_partir du vingt juillet jusqu'au vingt août ils sont à Vauvert,adv,1,18021639,ADP,ADP/PREP,
548,65398616,à,17970496,tu peux raconter à Martine que tu as fait du poney,prep,4,17970496,ADP,PREP,
549,65745764,plein,18041165,parce que e dit plein e dit pas plein de gros mots parce que c'est un grand,n,3,18041165,ADJ,ADJ,
550,64700614,là,17791611,là y a écrit aujourd'hui c'est le printemps et Simon est amoureux,adv,4,17791611,ADV,?,
551,65425575,écrit,17975726,et du coup il a écrit sur une carte postale qu'il a laissée sur la cuisine,part,2,17975726,VERB,VERB,
552,65148583,trouvée,17913344,ben voilà elle est là Zoé on l'a trouvée,part,1,17913344,NOUN,VERB/PARTICIPLE,
553,65381745,reparlé,17973636,ouais elle m'a reparlé de lui,part,0,17973636,VERB,VERB/PARTICIPLE,
554,64576278,jusqu'à,17767611,comme j'ai réunion avec Axel Kahn jusqu'à dix neuf heures alors euh,prep,2,17767611,ADP,ADP/PREP,
555,65524454,s'tu,17998135,oui puis l'avantage c'est que c'est celui qui nous l'a vendue il est super à chaque fois il vient nous la réparer s'tu veux mais bon,pro,0,17998135,PRON,?,
556,64652067,tiens,17784996,tiens,v,3,17784996,ADJ,VERB,
557,65377103,pour,17976022,ça c'est pour faire les bagues eh,prep,4,17976022,ADP,PREP,
558,65361597,directement,17952122,ça ou tu peux le faire directement aussi,adv,1,17952122,ADV,ADV,
559,64794790,cachée,17833441,je te vois plus Anaé tu es cachée,part,2,17833441,VERB,VERB/PARTICIPLE,
560,65757909,plus,18053409,tu es plus grand que Antoine,prep,3,18053409,ADV,ADV,
561,65780657,temps,18066301,mais pendant combien de temps faut qu'il fasse ça,n,3,18066301,NOUN,NOUN,
562,65433111,noyau,17975999,la graine est cachée à l'intérieur du noyau,n,1,17975999,NOUN,NOUN,
563,65519425,là,18005994,là y a l'oiseau t'as vu,adv,4,18005994,ADV,?,
564,65907773,a,18100542,ouais il a mangé mais y a un rot y en a un qui est passé déjà,v,4,18100542,AUX,VERB,
565,65517184,voiture,18006976,ja voiture là,n,4,18006976,VERB,NOUN,
566,64779217,ainsi,17817936,ainsi font font font les petites marionnettes ainsi font font font trois petits tours,prep,0,17817936,ADV,ADV,
567,64828694,lui,17819368,non d'abord lui,pro,3,17819368,PRON,PRON,
568,65025462,fait,17878395,qu'est-ce qu'on fait le soir pour aller au lit quand on a quatre ans,part,4,17878395,VERB,VERB,
569,65448356,reste,17989099,après l'école on reste goûter,v,2,17989099,AUX,VERB,
570,64895084,c'est,17846024,c'est quoi ça du shiatsu,v,4,17846024,PRON,PRON_VERB,
571,64896304,fait,17850931,on fait comment,part,4,17850931,VERB,VERB,
572,64618404,cueillir,17778041,tu veux cueillir les fleurs,v,0,17778041,ADP,VERB,
573,65922008,c'est,18101513,c'est un âne,v,4,18101513,PRON,PRON_VERB,
574,65266908,était,17947637,et nous nous on et nous on était cachés nous,v,3,17947637,AUX,VERB,
575,65417680,gentil,17982959,tu es gentil comme un,adj,3,17982959,ADV,ADJ,
576,64742278,ca,17802218,ca c'est un bateau et faut que le renard il il aille dedans et il est dans la mer pour_que pas les autres ils rentrent dedans,pro,1,17802218,NOUN,PRON,
577,64812536,plusieurs,17801975,euh oui je crois que c'est plusieurs mois parce que y a vraiment plusieurs étapes ils font d'abord un,pro,1,17801975,DET,ADJ,
578,65474439,Felix,17988575,avec Felix et Zoé,n,0,17988575,PROPN,PROPN,
579,64641216,rouge,17775478,dans la boîte rouge,adj,3,17775478,ADJ,ADJ,
580,65548484,sans,18017516,mais c'est quand_même un supplice de filmer sans pouvoir xxx,prep,2,18017516,ADP,PREP/ADP,
581,65319272,vilaine,17961488,maman elle est vilaine,adj,1,17961488,ADJ,ADJ,
582,65483773,frottes,17994709,tiens Théophile tu frottes les mains de maman,v,1,17994709,ADJ,VERB,
583,65079718,chez,17901859,tout_le_monde va savoir que vous mangez du jambon chez vous,prep,3,17901859,ADP,PREP/ADP,
584,65844422,j'ai,18100195,oh j'ai l'impression que papa et tonton ils ont faim là,v,3,18100195,PRON,PRON_VERB,
585,65440465,l'autre,17982055,parce que quelqu'un me l'a demandé l'autre jour dans le groupe,pro,3,17982055,DET,DET_PRON,
586,65236869,vous,17926924,oui assieds où est la chaise tenez je vous amène la chaise vous allez vous asseoir,pro,3,17926924,PRON,PRON,
587,65191015,telle,17930599,non on code des transcriptions on regarde ce-que les enfants ont dit et en_fonction de ce qu'ils ont dit on note ben ils ont ils ont fait ça dans telle situation dans telle circonstance,prep,0,17930599,ADJ,ADJ,
588,65123548,chérie,17915460,attends chérie attends,adj,0,17915460,NOUN,ADJ/PART,
589,65802624,t'entends,18092159,et tu t'entends bien avec les deux,v,1,18092159,SCONJ,PRON_VERB,
590,64694719,embêté,17784706,ah voilà j'ai eu l'idée du siècle mais maintenant on est bien embêté,part,1,17784706,VERB,VERB/PARTICIPLE,
591,65075847,on,17897158,c'est bien y a trois côtés on en fait une de chaque côté alors non,pro,4,17897158,PRON,PRON,
592,64871514,mal,17841087,pas mal,adv,3,17841087,ADV,ADV,
593,65316960,Madeleine,17953223,c'est bien Madeleine,n,4,17953223,X,PROPN,
594,65484932,Provence,17993470,sinon tu peux aussi ajouter quelques petites herbes de Provence,n,0,17993470,NOUN,PROPN,
595,64935537,mets,17853489,tu mets de la crème,v,3,17853489,NOUN,VERB,
596,65258379,poché,17940175,ah oeuf poché pas pas pas mollet pardon oeuf poché oeuf poché,part,1,17940175,VERB,ADJ/PART,
597,65504028,l'eau,18007346,faut mettre de l'eau et du produit ouais,n,4,18007346,DET,DET_NOUN,
598,65032261,assez,17882453,voilà celui-là il est assez gonflé,adv,2,17882453,ADV,ADV,
599,65339695,pour_que,17965452,pour pour_que zə puisse euh faire euh,pro,2,17965452,ADJ,SCONJ/PREP,
600,65426248,joli,17976999,tu as un joli bureau il est neuf aussi lui,adj,3,17976999,NOUN,ADJ,
601,65409324,petit,17972574,regarde mon petit o,adj,4,17972574,ADJ,ADJ,
602,64721873,jusque,17795829,jusque jusque sa maman à sa maman à sa maman,prep,1,17795829,NOUN,ADP/PREP,
603,65481713,qu'est-ce,17991751,qu'est-ce qu'il faut mettre avec les carottes râpées,v,4,17991751,,PRON_VERB_PRON,
604,64710671,noirs,17795874,c'est pour les petits les petits lapins noirs,adj,1,17795874,ADJ,ADJ,
605,65112967,juste,17907024,là c'est juste que ça ça xxx énervant,adj,3,17907024,ADV,ADV,
606,64568866,mêmes,17765924,toujours toujours les mêmes,adj,2,17765924,ADJ,ADJ,
607,65258698,du,17940238,qui est-ce qui aime faire du toboggan,prep,4,17940238,DET,DET,
608,64865497,pourqu'il,17837091,approche le un peu pourqu'il puisse mettre les deux pieds,pro,1,17837091,SCONJ,SCONJ/PREP_PRON,
609,65776579,momentanément,18045243,c'est parce que je l'avais je l'avais momentanément oublié mais c'est très joli comme prénom,adv,0,18045243,ADV,ADV,
610,65652793,lui,18042083,maintenant tu lui fais quoi à Spiderman,part,4,18042083,PRON,PRON,
611,65134070,au,17908160,au sommet,prep,3,17908160,PROPN,PREP,
612,65818128,ici,18070742,viens ici,adv,3,18070742,ADV,ADV,
613,65498934,lit,18006698,tu l'as retrouveras dans ton lit,n,3,18006698,NOUN,NOUN,
614,65330191,fatigué,17965258,il est fatigué peut-être,part,2,17965258,VERB,ADJ/PART,
615,65492459,par-là,18003114,mais non tu regardais par-là,adv,2,18003114,ADP,ADV,
616,65051385,pêché,17886456,ah ben non on n' a pas encore pêché,part,1,17886456,VERB,VERB/PARTICIPLE,
617,65098160,lui,17881262,ben oui oui son petit maillot je lui ai mis là-bas parce qu'il m'a fait un renvoi sur la manche évidemment puis le potiron ça,part,4,17881262,PRON,PRON,
618,65106899,fabriqué,17896512,regarde lui il a xxx fabriqué un petit serpent bleu avec de la pâte+à+modeler,part,1,17896512,VERB,VERB/PARTICIPLE,
619,65380936,voleurs,17966226,c'est c'est c'est des voleurs qui les volent qui volent les alices,n,1,17966226,NOUN,NOUN,
620,65460452,t'en,17990786,t'en veux un bout,pro,2,17990786,ADP,PRON_PRON,
621,65176088,autres,17919803,c'est qui les autres,pro,2,17919803,ADJ,ADJ/PRON,
622,65263453,fait,17945383,comme ça hop il fait le bruit,part,4,17945383,VERB,VERB,
623,65082065,arabe,17905230,bakesch en arabe ça veut dire non plus ou moins,n,0,17905230,VERB,ADJ,
624,64945309,mis,17851835,il s'est réveillé facilement trois heures et demi donc j'ai mis au lit il était midi et demi il a fait deux heures de sieste,part,3,17851835,VERB,VERB/PARTICIPLE,
625,65323573,mienne,17960449,oh elle a dit c'est la mienne,adj,1,17960449,NOUN,PRON,
626,65274801,celle,17950504,pas celle que tu as en mains l'autre celle qui est sur tu vois regarde celle-là,pro,2,17950504,PRON,PRON,
627,65532785,petit,18013388,il était un petit homme qui avait une drôle de maison,adj,4,18013388,ADJ,ADJ,
628,65075661,sûr,17896714,tu es sûr qu'y aura pas une petite différence là non,adj,2,17896714,ADJ,ADJ,
629,64956449,livre,17864420,c'est quoi ça c'est un livre,n,3,17864420,NOUN,NOUN,
630,64568603,magasin,17764609,eh ben en faisant les courses on a vu une souris dans le magasin,n,2,17764609,NOUN,NOUN,
631,65353403,tu,17960705,ah oui il faut qu'on prendre yyy que tu en prendes une couleur et que je que je mette une encore,part,4,17960705,PRON,PRON,
632,64832798,là,17836231,qu'est-ce que c'est là,adv,4,17836231,ADV,ADV,
633,65646017,pas,18030796,c'est pas beau,adv,4,18030796,ADV,ADV,
634,64749877,lui,17817114,y a sa maman et ah la copine de sa maman qui lui a donné euh un carnet,part,4,17817114,PRON,PRON,
635,65153251,qu'est-ce,17912628,qu'est-ce que c'est que ça Léonard,v,4,17912628,,PRON_VERB_PRON,
636,65397281,qu'au,17969334,mais au parce qu'au fond des oreilles elle a du rose,prep,0,17969334,SCONJ,PREP_PREP,
637,64811857,ouvert,17798673,hum hum et qu'est-ce que ça a fait quand j'ai ouvert la bouteille,part,2,17798673,VERB,VERB/PARTICIPLE,
638,65543281,fichu,18019433,ouais il est un peu tout fichu j'en ai un mieux mais je sais pas où il est,adj,0,18019433,NOUN,ADJ/PART,
639,65224562,vus,17932870,moi je les avais vus,part,1,17932870,NOUN,VERB/PARTICIPLE,
640,65511055,qu'il,17996065,est-ce qu'il y a de la pâte à modeler sur ces papattes,pro,3,17996065,SCONJ,PREP_PRON,
641,65425569,postale,17975716,et du coup ben il avait une carte postale,adj,1,17975716,ADJ,ADJ,
642,64845811,à,17834062,à moi,prep,4,17834062,ADP,PREP,
643,65411290,voulais,17978455,mais je croyais que tu voulais jouer de la guitare,v,2,17978455,AUX,VERB,
644,65334846,joué,17967002,j'ai joué au tennis,part,2,17967002,VERB,VERB,
645,65512817,d'en,17998425,au lieu d'en mettre partout,pro,0,17998425,ADP,PREP_PRON,
646,65310763,au,17954099,au fait faut pas monter là,prep,3,17954099,NOUN,PREP,
647,65205612,réouvrir,17919625,eh maman en fait euh je je vais réouvrir parce que il faut leur mettre leur chapeau,v,0,17919625,VERB,VERB,
648,64652495,qu'ils,17787599,et qu'est-ce qu'ils disent les fétiches,pro,2,17787599,SCONJ,PREP_PRON,
649,65071081,j'en,17902899,parce que moi moi j'en ai mis un pour Guillaume,pro,2,17902899,PRON,PRON_PRON,
650,64706849,moi,17793407,vas_y montre moi,pro,4,17793407,PRON,PRON,
651,65015877,l'attacher,17885065,veux l'attacher,v,1,17885065,DET,PRON_VERB,
652,65072312,reconstruit,17882993,on reconstruit,part,0,17882993,NOUN,VERB,
653,64819070,rappelle,17836180,ah je me rappelle que tu aimais bien Mister_Bean,v,2,17836180,VERB,VERB,
654,64795562,samedi,17823707,parce que moi le samedi je travaille,n,2,17823707,NOUN,NOUN,
655,65469068,pauvre,17987461,oh le pauvre tiens,n,2,17987461,NOUN,ADJ,
656,65361228,vestes,17949411,parce que c'est que les papas qui ont des vestes,n,0,17949411,NOUN,NOUN,
657,65339927,aide,17966344,vas_y aide la euh euh Lucas,prep,1,17966344,VERB,VERB,
658,64775908,eau,17820042,peut-être Arthur il peut t'apporter un peu d' eau,n,3,17820042,NOUN,NOUN,
659,64598844,pourqu'il,17773441,il faut lui chanter une chanson pourqu'il danse,pro,1,17773441,SCONJ,SCONJ/PREP_PRON,
660,64927735,après,17855926,ben oui mais après oui ben après,prep,2,17855926,ADP,ADV,
661,65513577,poste,17997632,c'est tant_mieux parce que tu vois quand tu commences un premier poste,n,1,17997632,NOUN,NOUN,
662,65540296,aussitôt,18014724,et ils repartent aussitôt,adv,0,18014724,ADV,ADV,
663,64781085,petits,17820650,non ça c'est pas des petits carrés,adj,4,17820650,ADJ,ADJ,
664,64787165,compliqué,17826507,tu essayes de lui faire dire chocolat aussi parce que là c'est plus compliqué,adj,2,17826507,VERB,ADJ/PART,
665,64834498,usé,17829850,il est bien usé quoi,adj,0,17829850,VERB,ADJ/PART,
666,65342294,gai,17965117,c'était gai,adj,1,17965117,ADJ,ADJ,
667,64680766,discuté,17801033,bon tu as discuté mon chéri,part,0,17801033,VERB,VERB,
668,64834535,pense,17829889,ouais c'est à dire qu'à un moment donné il y pense plus,v,2,17829889,VERB,VERB,
669,65097180,tant,17904279,tant que c'est rouge tu bouges pas,pro,0,17904279,ADV,ADV,
670,65115699,mis,17896914,c'est pas bien mis,adj,2,17896914,VERB,VERB/PARTICIPLE,
671,65041017,voudrait,17894942,oui Benny aussi il voudrait bien une tototte,v,1,17894942,AUX,VERB,
672,64958650,sont,17868014,ils sont là les coins,v,3,17868014,VERB,VERB,
673,65589991,arrête,18033374,arrête hélicoptère,v,2,18033374,NOUN,VERB,
674,65369762,concentré,17969288,concentré sur la mécanique,part,1,17969288,VERB,ADJ/PARTICIPLE,
675,65528639,la,18006411,je crois qu'il veut que je chante mais moi je la connais pas,pro,3,18006411,DET,PRON,
676,65456627,shooté,17978539,t'es shooté là,part,1,17978539,VERB,VERB/PARTICIPLE,
677,65820953,attends,18071261,ah bah attends tiens on va te montrer,v,3,18071261,ADJ,VERB,
678,64976148,comptes,17864689,allez tu comptes,n,2,17864689,NOUN,VERB,
679,65357189,serré,17967897,serré,adv,1,17967897,NOUN,ADJ/PARTICIPLE,
680,65189163,pourqu'il,17923232,pourqu'il achète du scotch,pro,1,17923232,SCONJ,SCONJ/PREP_PRON,
681,65785904,Françoise,18070504,mamie Françoise comment elle était,n,2,18070504,PROPN,PROPN,
682,65980144,pourqu'il,18136755,alors du coup j'ai donné un cours de violon à son père pourqu'il puisse aussi après la faire,pro,1,18136755,SCONJ,SCONJ/PREP_PRON,
683,65476520,dit,17993131,et on lui a dit,part,4,17993131,VERB,VERB,
684,65127200,hier,17907262,parce que c'est tout plein à_cause de que que y a des que c'est tout mouillé parce que hier on disait qu'il y a qu'il y avait de la pluie hier alors c'est pour ça qu'on met ça,adv,1,17907262,ADV,ADV,
685,65064882,voilà,17884382,voilà ohlàlà ça devint costaud là,adv,4,17884382,VERB,ADV,
686,65325239,jusqu'où,17962758,il va jusqu'où,pro,0,17962758,ADP,ADP/PREP_PREP,
687,64773536,sales,17814197,elle va être contente maman de voir tes pieds tout propres tout sales comme ça,adj,1,17814197,VERB,ADJ,
688,65363709,derrière,17957989,tu as vu l avait un avoir un autre prince derrière l'autre prince,prep,1,17957989,ADP,PREP,
689,64693558,rare,17811972,d'ailleurs en une seule fois c'est rare hein,adj,1,17811972,ADV,ADJ,
690,65621610,cassé,18027328,j'ai cassé sa main,part,3,18027328,VERB,VERB,
691,64973439,en_arrière,17855446,et je m'assois en_arrière parce que xxx mes fesses va,adv,1,17855446,NOUN,ADV,
692,65484814,en,17993281,tu en as vu,pro,3,17993281,ADP,PRON,
693,65197933,dans,17928936,hein qu'est-ce que t'as dans la bouche,prep,4,17928936,ADP,PREP/ADP,
694,64750925,qu'hier,17817896,non ferme la bouche parce qu'hier il arrêtait pas de faire ça,adv,0,17817896,SCONJ,PREP_ADV,
695,65330366,éléphants,17965949,moi z ai deux éléphants maman,n,2,17965949,NOUN,NOUN,
696,64713315,qu'au,17806662,ah oui elle est plus contente qu'au début quand_même,prep,0,17806662,SCONJ,PREP_PREP,
697,65649748,quasiment,18051943,hier il a quasiment pas mangé,adv,1,18051943,ADV,ADV,
698,65834401,chez,18092922,ah on n' avait pas pris de bonbons ah oui on n' avait pas pris de bonbons quand on avait été chez toi,prep,3,18092922,ADP,PREP,
699,64952726,celles,17850580,ah oui mais tu sais elles sont plus petites que celles de Dumbo il va avoir du mal à voler,pro,1,17850580,PRON,PRON,
700,64660740,essayera,17784830,bah on essayera de le recoller dans le livre,v,0,17784830,VERB,VERB,
701,66003191,calme,18146209,ah boum attention on se calme,n,2,18146209,VERB,VERB,
702,64771268,violet,17800034,salade violet,adj,1,17800034,ADJ,ADJ,
703,64623679,rouge,17771934,euh rouge,adj,3,17771934,VERB,ADJ,
704,64703228,petit,17799913,c'est le petit chien,adj,4,17799913,ADJ,ADJ,
705,65375058,celles,17971009,ah celles qu'on a achetées tout_à_l'heure,pro,1,17971009,PRON,PRON,
706,65510243,mis,18009312,alors du coup on a mis soleil,part,3,18009312,VERB,VERB/PARTICIPLE,
707,65197227,s'il,17923795,si il va te gronder s'il sait,pro,2,17923795,SCONJ,SCONJ_PRON,
708,65522164,encore,18003890,un gâteau est-ce que tu en as pas encore,adv,3,18003890,ADV,ADV,
709,65360738,aux,17947923,ah ben non pas aux mamans xxx,prep,3,17947923,ADJ,PREP,
710,65252230,étourdi,17934221,c'est qu'il est étourdi,part,0,17934221,NOUN,VERB/PARTICIPLE,
711,64657344,faim,17793912,j'en veux plus moi j'ai plus faim,n,3,17793912,NOUN,NOUN,
712,65476476,allé,17993073,non non parce que il est il était il est à allé à Stuttgart,part,3,17993073,VERB,VERB/PARTICIPLE,
713,65638633,dit,18022467,bon je reconnais que c'est maman qu'il dit le plus quoi,part,4,18022467,VERB,VERB,
714,65490814,passé,17998710,où est passé le fil,prep,1,17998710,VERB,VERB/PARTICIPLE,
715,65083386,sous,17905323,tu ne veux pas être sous les sunlights mon fils,prep,2,17905323,ADP,PREP/ADP,
716,65063464,pourqu'elle,17888543,du béton pourqu'elle tienne bien,pro,1,17888543,SCONJ,SCONJ/PREP_PRON,
717,65294897,là-dessus,17954038,tire là-dessus,adv,1,17954038,ADV,ADV,
718,65828120,propre,18090584,tu as vu son nez propre,adj,2,18090584,ADJ,ADJ,
719,65089142,s'user,17881269,ah oui faut que tu arrêtes le train sinon les piles vont s'user,v,0,17881269,PRON,PRON_VERB,
720,65170954,qu'en,17897461,faudrait qu'on lui achète de la colle Tania parce qu'en fait il me réclame souvent de la colle pour coller des des xxx,prep,1,17897461,SCONJ,PREP_PRON,
721,65231587,ça,17935268,oui ça pique les yeux,pro,4,17935268,PRON,PRON,
